strategy_name,strategy_version,status,promotion_status,promotion_reason,execution_basis,independent_events,settled_rows,wins,losses,win_rate,win_rate_ci_low,win_rate_ci_high,brier_score,market_brier_score,calibration_gap,log_loss,gross_pnl,fees,net_pnl,profit_factor,expectancy,maximum_drawdown,training_period,validation_period,holdout_result,market_blend_weight,edge_threshold
low_model_disagreement,research-low-disagreement-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,40,240,4,8,0.3333333333333333,0.13811783989736134,0.609382412602386,0.11180105234421246,0.10885958333333333,0.04014967863059468,0.3449887698805368,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,"{'brier_score': 0.11933300888647785, 'market_brier_score': 0.11268197916666667, 'wins': 6, 'losses': 7, 'net_pnl': None, 'promotion_status': 'REJECTED'}",,0.05
market_blend_0.00,research-blend-0.00-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,40,240,18,21,0.46153846153846156,0.3156664723404835,0.6143081317826119,0.11180105234421246,0.10885958333333333,0.04014967863059468,0.3449887698805368,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,"{'brier_score': 0.11933300888647785, 'market_brier_score': 0.11268197916666667, 'wins': 14, 'losses': 24, 'net_pnl': None, 'promotion_status': 'REJECTED'}",0.0,0.05
market_blend_0.10,research-blend-0.10-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,40,240,18,21,0.46153846153846156,0.3156664723404835,0.6143081317826119,0.10964007200097522,0.10885958333333333,0.0415065700941415,0.33666234928670236,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,"{'brier_score': 0.11729717585210751, 'market_brier_score': 0.11268197916666667, 'wins': 14, 'losses': 23, 'net_pnl': None, 'promotion_status': 'REJECTED'}",0.1,0.05
market_blend_0.20,research-blend-0.20-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,40,240,18,21,0.46153846153846156,0.3156664723404835,0.6143081317826119,0.10789394353378784,0.10885958333333333,0.04054763692815845,0.3317946131958876,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,"{'brier_score': 0.11556594949828632, 'market_brier_score': 0.11268197916666667, 'wins': 14, 'losses': 23, 'net_pnl': None, 'promotion_status': 'REJECTED'}",0.2,0.05
market_blend_0.30,research-blend-0.30-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,40,240,17,19,0.4722222222222222,0.31985792907209337,0.6299432837306054,0.10656266694262946,0.10885958333333333,0.05114955807739311,0.3288214208760852,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,"{'brier_score': 0.11413932982499149, 'market_brier_score': 0.11268197916666667, 'wins': 13, 'losses': 21, 'net_pnl': None, 'promotion_status': 'REJECTED'}",0.3,0.05
market_blend_0.50,research-blend-0.50-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,40,240,15,18,0.45454545454545453,0.298426891258915,0.6201434205625044,0.10514466938839977,0.10885958333333333,0.060653589019384974,0.32676568634038033,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,"{'brier_score': 0.11219991051998103, 'market_brier_score': 0.11268197916666667, 'wins': 9, 'losses': 19, 'net_pnl': None, 'promotion_status': 'REJECTED'}",0.5,0.05
market_blend_0.75,research-blend-0.75-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,40,240,3,12,0.2,0.07047420643610414,0.4518593533465045,0.10570571424827586,0.10885958333333333,0.05561276118815575,0.3300344618260783,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,"{'brier_score': 0.11148904896667887, 'market_brier_score': 0.11268197916666667, 'wins': 3, 'losses': 11, 'net_pnl': None, 'promotion_status': 'REJECTED'}",0.75,0.05
market_blend_1.00,research-blend-1.00-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,40,240,0,0,,,,0.10885958333333333,0.10885958333333333,0.03016666666666667,0.3399510332888697,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,"{'brier_score': 0.11268197916666667, 'market_brier_score': 0.11268197916666667, 'wins': 0, 'losses': 0, 'net_pnl': None, 'promotion_status': 'REJECTED'}",1.0,0.05
individual_gfs,research-gfs-v1,REJECTED,REJECTED,Per-model point-in-time forecast values were not persisted in alerts; the live database cannot evaluate this candidate without refetching history.,FORECAST_SKILL_ONLY,40,240,0,0,,,,,,,,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,"{'brier_score': None, 'market_brier_score': None, 'wins': 0, 'losses': 0, 'net_pnl': None, 'promotion_status': 'REJECTED'}",,0.05
individual_ecmwf,research-ecmwf-v1,REJECTED,REJECTED,Per-model point-in-time forecast values were not persisted in alerts; the live database cannot evaluate this candidate without refetching history.,FORECAST_SKILL_ONLY,40,240,0,0,,,,,,,,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,"{'brier_score': None, 'market_brier_score': None, 'wins': 0, 'losses': 0, 'net_pnl': None, 'promotion_status': 'REJECTED'}",,0.05
individual_icon,research-icon-v1,REJECTED,REJECTED,Per-model point-in-time forecast values were not persisted in alerts; the live database cannot evaluate this candidate without refetching history.,FORECAST_SKILL_ONLY,40,240,0,0,,,,,,,,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,"{'brier_score': None, 'market_brier_score': None, 'wins': 0, 'losses': 0, 'net_pnl': None, 'promotion_status': 'REJECTED'}",,0.05
cross_bracket_executable_consistency,research-cross-bracket-v1,REJECTED,REJECTED,No synchronized executable bid/ask depth was persisted; midpoint or last-price differences cannot be called arbitrage.,FORECAST_SKILL_ONLY,40,240,0,0,,,,,,,,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,"{'brier_score': None, 'market_brier_score': None, 'wins': 0, 'losses': 0, 'net_pnl': None, 'promotion_status': 'REJECTED'}",,0.05
remaining_hour_maximum_simulation,research-remaining-hour-simulation-v1,REJECTED,REJECTED,"Hourly forecast trajectories, forecast publication timestamps, and observation publication/revision timestamps were not persisted. A remaining-hour maximum simulation would require unavailable future-safe inputs.",FORECAST_SKILL_ONLY,40,240,0,0,,,,,,,,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,"{'brier_score': None, 'market_brier_score': None, 'wins': 0, 'losses': 0, 'net_pnl': None, 'promotion_status': 'REJECTED'}",,0.05
